form,lemma,id,lemma_id,sentence_id,pos,morphology
своі,свои,2362977,58780,222590,Pt,3s---ma--i
Гл҃ѫщеі,глаголати,2362978,58791,222590,V-,-pppamn-wi
мнѣ,азъ,2362979,58807,222590,Pp,1s---md--i
благо,благъ,2362980,65623,222642,A-,-s---nnpsi
же,же,2362981,58808,222642,Df,---------n
благо,благъ,2362982,65623,222643,A-,-s---nnpsi
же,же,2362983,58808,222643,Df,---------n
Да,да,2362984,60071,222592,Df,---------n
въздрадоуѭтъ,въздрадовати,2362985,65058,222592,V-,3ppia----i
сѩ,себе,2362986,58829,222592,Pk,3s---qa--i
и,и,2362987,58771,222592,C-,---------n
възвеселѩтъ,възвеселити,2362988,68828,222592,V-,3ppia----i
сѩ,себе,2362989,58829,222592,Pk,3s---qa--i
Въси,вьсь,2362990,58821,222592,Px,-p---mn--i
іскѫщеі,искати,2362991,59132,222592,V-,-pppamn-wi
тебѣ,тꙑ,2362992,58769,222592,Pp,2s---mg--i
г҃і,господь,2362993,58858,222592,Nb,-s---mv--i
Ї,и,2362994,58771,222645,C-,---------n
рекѫтъ,рещи,2362995,58793,222645,V-,3ppia----i
вꙑинѫ,вꙑинѫ,2362996,59414,222645,Df,---------n
възвелічитъ,възвеличити,2362997,67665,222645,V-,3spia----i
сѩ,себе,2362998,58829,222645,Pk,3s---qa--i
г҃ъ,господь,2362999,58858,222645,Nb,-s---mn--i
Любѩщеі,любити,2363000,64015,222645,V-,-pppamn-wi
сп҃нье,съпасениѥ,2363001,67717,222645,Nb,-s---na--i
твое,твои,2363002,58814,222645,Ps,2s---na--i
Азъ,азъ,2363003,58807,222596,Pp,1s---mn--i
же,же,2363004,58808,222596,Df,---------n
нищъ,нищь,2363005,64915,222596,A-,-s---mnpsi
есмъ,бꙑти,2363006,58773,222596,V-,1spia----i
і,и,2363007,58771,222596,C-,---------n
оубогъ,оубогъ,2363008,64093,222596,A-,-s---mnpsi
г҃ъ,господь,2363009,58858,222597,Nb,-s---mn--i
приѣетъ,приꙗти,2363010,151302,222597,V-,3spia----i
ми,азъ,2363011,58807,222597,Pp,1s---md--i
Помощънікъ,помощьникъ,2363012,80420,222598,Nb,-s---mn--i
моі,мои,2363013,58929,222598,Ps,1s---mn--i
и,и,2363014,58771,222598,C-,---------n
защітітелъ,защититель,2363015,151092,222598,Nb,-s---mn--i
моі,мои,2363016,58929,222598,Ps,1s---mn--i
тꙑ,тꙑ,2363017,58769,222598,Pp,2s---mn--i
есі,бꙑти,2363018,58773,222598,V-,2spia----i
бж҃е,богъ,2363019,60009,222598,Nb,-s---mv--i
моі,мои,2363020,58929,222598,Ps,1s---mn--i
не,не,2363021,58767,222646,Df,---------n
замѫди,замѫдити,2363022,139313,222646,V-,2spma----i
м҃,четꙑрe десѧтe,2363023,69884,222599,Ma,---------n
СЛАВ,слава,2363024,64748,222792,Nb,-s---fn--i
ВЪ,въ,2363025,58774,222600,R-,---------n
КОНЦЪ,коньць,2363026,64399,222600,Nb,-s---ma--i
ПСАЛМЪ,псалъмъ,2363027,69176,222600,Nb,-s---mn--i
ДА҃Д҃ОВ҃Ъ,давꙑдовъ,2363028,64023,222600,A-,-s---mnpsi
Блаженъ,блаженъ,2363029,66920,222601,A-,-s---mnpsi
разоумѣваѩ,разоумѣвати,2363030,64191,222601,V-,-sppamn-si
на,на,2363031,58783,222601,R-,---------n
ніща,нищь,2363032,64915,222601,A-,-s---mgpsi
і,и,2363033,58771,222601,C-,---------n
на,на,2363034,58783,222601,R-,---------n
оубога,оубогъ,2363035,64093,222601,A-,-s---mgpsi
Въ,въ,2363036,58774,222602,R-,---------n
денъ,дьнь,2363037,58915,222602,Nb,-s---ma--i
лютъ,лютъ,2363038,68789,222602,A-,-s---mapsi
избавітъ,избавити,2363039,66370,222602,V-,3spia----i
і,и,2363040,58765,222602,Pp,3s---ma--i
г҃ь,господь,2363041,58858,222602,Nb,-s---mn--i
Гь҃,господь,2363042,58858,222793,Nb,-s---mn--i
съхранітъ,съхранити,2363043,65633,222793,V-,3spia----i
і,и,2363044,58765,222793,Pp,3s---ma--i
и,и,2363045,58771,222793,C-,---------n
живітъ,живити,2363046,68895,222793,V-,3spia----i
і,и,2363047,58765,222793,Pp,3s---ma--i
Ї,и,2363048,58771,222793,C-,---------n
оублажітъ,оублажити,2363049,122602,222793,V-,3spia----i
і,и,2363050,58765,222793,Pp,3s---ma--i
на,на,2363051,58783,222793,R-,---------n
землі,землꙗ,2363052,64341,222793,Nb,-s---fl--i
Ї,и,2363053,58771,222604,C-,---------n
не,не,2363054,58767,222604,Df,---------n
прѣдастъ,прѣдати,2363055,58768,222604,V-,3saia----i
его,и,2363056,58765,222604,Pp,3s---mg--i
вь,въ,2363057,58774,222604,R-,---------n
рѫцѣ,рѫка,2363058,58831,222604,Nb,-d---fa--i
врагомъ,врагъ,2363059,64025,222604,Nb,-p---md--i
его,и,2363060,58765,222604,Pp,3s---mg--i
Гъ҃,господь,2363061,58858,222605,Nb,-s---mn--i
поможетъ,помощи,2363062,65205,222605,V-,3spia----i
емоу,и,2363063,58765,222605,Pp,3s---md--i
на,на,2363064,58783,222605,R-,---------n
дрѣ,одръ,2363065,64281,222605,Nb,-s---ml--i
болѣзні,болѣзнь,2363066,64247,222605,Nb,-s---fg--i
его,и,2363067,58765,222605,Pp,3s---mg--i
Въсе,вьсь,2363068,58821,222606,Px,-s---na--i
ложе,ложе,2363069,68612,222606,Nb,-s---na--i
его,и,2363070,58765,222606,Pp,3s---mg--i
обратілъ,обратити,2363071,66034,222606,V-,-sspamn-si
естъ,бꙑти,2363072,58773,222606,V-,3spia----i
въ,въ,2363073,58774,222606,R-,---------n
недѫгъ,недѫгъ,2363074,65818,222606,Nb,-s---ma--i
его,и,2363075,58765,222606,Pp,3s---mg--i
Азъ,азъ,2363076,58807,222607,Pp,1s---mn--i
рѣхъ,рещи,2363077,58793,222607,V-,1saia----i
г҃і,господь,2363078,58858,222794,Nb,-s---mv--i
помілоуі,помиловати,2363079,59746,222794,V-,2spma----i
мѩ,азъ,2363080,58807,222794,Pp,1s---ma--i
Ї,и,2363081,58771,222794,C-,---------n
исцѣли,ицѣлити,2363082,60254,222794,V-,2spma----i
дш҃ѫ,доуша,2363083,60303,222794,Nb,-s---fa--i
моѭ,мои,2363084,58929,222794,Ps,1s---fa--i
ѣко,ꙗко,2363085,72150,222795,Df,---------n
съгрѣшіхъ,съгрѣшити,2363086,67443,222795,V-,1saia----i
тебѣ,тꙑ,2363087,58769,222795,Pp,2s---md--i
Враѕі,врагъ,2363088,64025,222609,Nb,-p---mn--i
моі,мои,2363089,58929,222609,Ps,1p---mn--i
рѣшѩ,рещи,2363090,58793,222609,V-,3paia----i
зълаѣ,зълъ,2363091,66277,222609,A-,-p---napwi
мнѣ,азъ,2363092,58807,222609,Pp,1s---md--i
Когда,когда,2363093,64234,222610,Du,---------n
оумъретъ,оумрѣти,2363094,60024,222610,V-,3spia----i
і,и,2363095,58771,222610,C-,---------n
погꙑбнетъ,погꙑбнѫти,2363096,66872,222610,V-,3spia----i
імѩ,имѧ,2363097,58990,222610,Nb,-s---nn--i
его,и,2363098,58765,222610,Pp,3s---mg--i
Ї,и,2363099,58771,222611,C-,---------n
въсхождаше,въсходити,2363100,58925,222611,V-,3siia----i
відѣтъ,видѣти,2363101,58918,222611,V-,---u--a--i
соуе,соуѥ,2363102,151303,222796,Df,---------n
гл҃аше,глаголати,2363103,58791,222796,V-,3siia----i
Срд҃це,срьдьце,2363104,58805,222612,Nb,-s---nn--i
его,и,2363105,58765,222612,Pp,3s---mg--i
собьра,събьрати,2363106,60182,222612,V-,3saia----i
безаконенье,безаконениѥ,2363107,73662,222612,Nb,-s---na--i
себѣ,себе,2363108,58829,222612,Pk,3s---nd--i
Ї,и,2363109,58771,222613,C-,---------n
исхождааше,исходити,2363110,59270,222613,V-,3siia----i
вонъ,вънъ,2363111,59271,222613,Df,---------n
ї,и,2363112,58771,222613,C-,---------n
гл҃аше,глаголати,2363113,58791,222613,V-,3siia----i
Въкоупѣ,въкоупѣ,2363114,68896,222614,Df,---------n
на,на,2363115,58783,222614,R-,---------n
мѩ,азъ,2363116,58807,222614,Pp,1s---ma--i
шьпътаахѫ,шьпътати,2363117,151304,222614,V-,3piia----i
вси,вьсь,2363118,58821,222614,Px,-p---mn--i
враѕі,врагъ,2363119,64025,222614,Nb,-p---mn--i
моі,мои,2363120,58929,222614,Ps,1p---mn--i
На,на,2363121,58783,222615,R-,---------n
мѩ,азъ,2363122,58807,222615,Pp,1s---ma--i
помꙑшлѣахѫ,помꙑшлꙗти,2363123,64288,222615,V-,3piia----i
зълаа,зълъ,2363124,66277,222615,A-,-p---napwi
мнѣ,азъ,2363125,58807,222615,Pp,1s---md--i
Слово,слово,2363126,58855,222616,Nb,-s---na--i
законопрѣпьно,законопрѣстѫпьнъ,2363127,138340,222616,A-,-s---napsi
възложишѩ,възложити,2363128,58951,222616,V-,3paia----i
на,на,2363129,58783,222616,R-,---------n
мѩ,азъ,2363130,58807,222616,Pp,1s---ma--i
Еда,еда,2363131,66802,222616,G-,---------n
съпѩи,съпати,2363132,64847,222616,V-,-sppamn-wi
не,не,2363133,58767,222616,Df,---------n
пріложітъ,приложити,2363134,66492,222616,V-,3spia----i
въскръснѫті,въскрьснѫти,2363135,60069,222616,V-,--pna----i
Їбо,ибо,2363136,67067,222618,Df,---------n
члв҃къ,чловѣкъ,2363137,59198,222618,Nb,-s---mn--i
мира,миръ,2363138,64975,222618,Nb,-s---mg--i
моего,мои,2363139,58929,222618,Ps,1s---mg--i
на,на,2363140,58783,222618,R-,---------n
нъже,иже,2363141,58800,222618,Pr,-s---ma--i
оупъвахъ,оупъвати,2363142,65645,222618,V-,1saia----i
Ѣдꙑі,ꙗсти,2363143,60205,222618,V-,-sppamn-wi
хлѣбꙑ,хлѣбъ,2363144,60184,222618,Nb,-p---ma--i
моѩ,мои,2363145,58929,222618,Ps,1p---ma--i
възвелічилъ,възвеличити,2363146,67665,222618,V-,-sspamn-si
есть,бꙑти,2363147,58773,222618,V-,3spia----i
на,на,2363148,58783,222618,R-,---------n
мѩ,азъ,2363149,58807,222618,Pp,1s---ma--i
ковъ,ковъ,2363150,65735,222618,Nb,-s---ma--i
Тꙑ,тꙑ,2363151,58769,222620,Pp,2s---mn--i
же,же,2363152,58808,222620,Df,---------n
г҃і,господь,2363153,58858,222620,Nb,-s---mv--i
помилуі,помиловати,2363154,59746,222620,V-,2spma----i
мѩ,азъ,2363155,58807,222620,Pp,1s---ma--i
и,и,2363156,58771,222620,C-,---------n
въскрѣси,въскрѣсити,2363157,60021,222620,V-,2spma----i
мѩ,азъ,2363158,58807,222620,Pp,1s---ma--i
і,и,2363159,58771,222620,C-,---------n
въздамъ,въздати,2363160,58787,222620,V-,1spia----i
імъ,и,2363161,58765,222620,Pp,3p---pd--i
О,о,2363162,58881,222621,R-,---------n
семъ,сь,2363163,59234,222621,Pd,-s---nl--i
познахъ,познати,2363164,66596,222621,V-,1saia----i
ѣко,ꙗко,2363165,58792,222621,G-,---------n
не,не,2363166,58767,222621,Df,---------n
въсхотѣ,въсхотѣти,2363167,66545,222621,V-,3saia----i
мѩ,азъ,2363168,58807,222621,Pp,1s---ma--i
Ѣко,ꙗко,2363169,58792,222621,G-,---------n
не,не,2363170,58767,222621,Df,---------n
въздрадоуетъ,въздрадовати,2363171,65058,222621,V-,3spia----i
сѩ,себе,2363172,58829,222621,Pk,3s---qa--i
врагъ,врагъ,2363173,64025,222621,Nb,-s---mn--i
моі,мои,2363174,58929,222621,Ps,1s---mn--i
о,о,2363175,58881,222621,R-,---------n
мнѣ,азъ,2363176,58807,222621,Pp,1s---ml--i
Мѩ,азъ,2363177,58807,222623,Pp,1s---ma--i
же,же,2363178,58808,222623,Df,---------n
за,за,2363179,60217,222623,R-,---------n
незобѫ,незълоба,2363180,150743,222623,Nb,-s---fa--i
моѭ,мои,2363181,58929,222623,Ps,1s---fa--i
пріѩтъ,приѩти,2363182,59498,222623,V-,2saia----i
Ї,и,2363183,58771,222624,C-,---------n
оутвръділъ,оутврьдити,2363184,65207,222624,V-,-sspamn-si
мѩ,азъ,2363185,58807,222624,Pp,1s---ma--i
есі,бꙑти,2363186,58773,222624,V-,2spia----i
прѣдъ,прѣдъ,2363187,58985,222624,R-,---------n
тобѫѭ,тꙑ,2363188,58769,222624,Pp,2s---mi--i
въ,въ,2363189,58774,222624,R-,---------n
вѣкъ,вѣкъ,2363190,59093,222624,Nb,-s---ma--i
Блг҃нъ,благословлѥнъ,2363191,66167,222626,A-,-s---mnpsi
г҃ъ,господь,2363192,58858,222626,Nb,-s---mn--i
б҃ъ,богъ,2363193,60009,222626,Nb,-s---mn--i
їил҃въ,издраилѥвъ,2363194,66141,222626,A-,-s---mnpsi
отъ,отъ,2363195,58785,222626,R-,---------n
вѣка,вѣкъ,2363196,59093,222626,Nb,-s---mg--i
і,и,2363197,58771,222626,C-,---------n
до,до,2363198,64398,222626,R-,---------n
вѣка,вѣкъ,2363199,59093,222626,Nb,-s---mg--i
бѫдетъ,бꙑти,2363200,58773,222626,V-,3sfia----i
бѫдетъ,бꙑти,2363201,58773,222626,V-,3sfia----i
ВЪ,въ,2363282,58774,222655,R-,---------n
КОНЦЪ,коньць,2363283,64399,222655,Nb,-s---ma--i
РАЗОУМЪ,разоумъ,2363284,64017,222655,Nb,-s---mn--i
СНО҃ВЪ,сꙑнъ,2363285,146309,222655,Nb,-p---mg--i
КОРѢОВЪ,корѣовъ,2363286,151305,222655,A-,-p---mgpsi
ПСАЛМЪ,псалъмъ,2363287,69176,222655,Nb,-s---mn--i
м҃,четꙑрe десѧтe,2363288,69884,222656,Ma,---------n
а,ѥдинъ,2364187,58827,222656,Ma,---------n
Імьже,иже,2363289,58800,222797,Pr,-s---mi--i
образомъ,образъ,2363290,60006,222797,Nb,-s---mi--i
жѩдаетъ,жѧдати,2363291,750018,222797,V-,3spia----i
еленъ,ѥлень,2363292,122497,222797,Nb,-s---mn--i
на,на,2363293,58783,222797,R-,---------n
источъникꙑ,источьникъ,2363294,60344,222797,Nb,-p---ma--i
водьнꙑѩ,водьнъ,2363295,68252,222797,A-,-p---mapwi
Тако,тако,2363296,59223,222797,Df,---------n
желаетъ,желати,2363297,118024,222797,V-,3spia----i
дш҃а,доуша,2363298,60303,222797,Nb,-s---fn--i
моѣ,мои,2363299,58929,222797,Ps,1s---fn--i
къ,къ,2363300,58898,222797,R-,---------n
тебѣ,тꙑ,2363301,58769,222797,Pp,2s---md--i
бж҃е,богъ,2363302,60009,222797,Nb,-s---mv--i
Въждѩда,въждѧдати,2363303,69240,222658,V-,3saia----i
дш҃а,доуша,2363304,60303,222658,Nb,-s---fn--i
моѣ,мои,2363305,58929,222658,Ps,1s---fn--i
къ,къ,2363306,58898,222658,R-,---------n
б҃оу,богъ,2363307,60009,222658,Nb,-s---md--i
крѣпъкоуемоу,крѣпъкъ,2363308,66465,222658,A-,-s---mdpwi
и,и,2363309,58771,222658,C-,---------n
живѫщюемоу,жити,2363310,67386,222658,V-,-sppamd-wi
Къгда,когда,2363311,64234,222659,Du,---------n
прідѫ,прити,2363312,58916,222659,V-,1spia----i
и,и,2363313,58771,222659,C-,---------n
ѣвлѭ,авити,2363314,65102,222659,V-,1spia----i
сѩ,себе,2363315,58829,222659,Pk,3s---qa--i
ліцю,лице,2363316,59927,222659,Nb,-s---nd--i
бж҃ью,божии,2363317,59032,222659,A-,-s---ndpsi
Бꙑшѩ,бꙑти,2363318,58773,222660,V-,3paia----i
слъзꙑ,сльза,2363319,65278,222660,Nb,-p---fn--i
моѩ,мои,2363320,58929,222660,Ps,1p---fn--i
мнѣ,азъ,2363321,58807,222660,Pp,1s---md--i
хлѣбъ,хлѣбъ,2363322,60184,222660,Nb,-s---ma--i
денъ,дьнь,2363323,58915,222660,Nb,-s---ma--i
і,и,2363324,58771,222660,C-,---------n
нощь,нощь,2363325,59412,222660,Nb,-s---fa--i
Егда,ѥгда,2363326,66511,222660,Dq,---------n
гл҃аахѫ,глаголати,2363327,58791,222660,V-,3piia----i
мнѣ,азъ,2363328,58807,222660,Pp,1s---md--i
на,на,2363329,58783,222660,R-,---------n
вьсѣкъ,вьсꙗкъ,2363330,65732,222660,A-,-s---mapsi
денъ,дьнь,2363331,58915,222660,Nb,-s---ma--i
къде,къде,2363332,65063,222798,Du,---------n
естъ,бꙑти,2363333,58773,222798,V-,3spia----i
б҃ъ,богъ,2363334,60009,222798,Nb,-s---mn--i
твоі,твои,2363335,58814,222798,Ps,2s---mn--i
Си,сь,2363336,59234,222662,Pd,-p---na--i
помѩнѫхъ,помѧнѫти,2363337,68352,222662,V-,1saia----i
ї,и,2363338,58771,222662,C-,---------n
изліѣхъ,излияти,2363339,80755,222662,V-,1saia----i
на,на,2363340,58783,222662,R-,---------n
мѩ,азъ,2363341,58807,222662,Pp,1s---ma--i
дш҃ѭ,доуша,2363342,60303,222662,Nb,-s---fa--i
моѭ,мои,2363343,58929,222662,Ps,1s---fa--i
Ѣко,ꙗко,2363344,72150,222663,Df,---------n
проідѫ,проити,2363345,65648,222663,V-,1spia----i
сквозѣ,сквозѣ,2363346,59124,222663,R-,---------n
мѣсто,мѣсто,2363347,60263,222663,Nb,-s---na--i
крова,кровъ,2363348,64411,222663,Nb,-s---mg--i
дівъна,дивьнъ,2363349,59759,222663,A-,-s---mgpsi
домоу,домъ,2363350,59745,222663,Nb,-s---mg--i
бж҃ъѣ,божии,2363351,59032,222663,A-,-s---mgpsi
Въ,въ,2363352,58774,222663,R-,---------n
гласѣ,гласъ,2363353,58926,222663,Nb,-s---ml--i
радованьѣ,радованиѥ,2363354,151306,222663,Nb,-s---ng--i
ї,и,2363355,58771,222663,C-,---------n
исповѣданьѣ,исповѣданиѥ,2363356,81084,222663,Nb,-s---ng--i
Шюма,шоумъ,2363357,67872,222663,Nb,-s---mg--i
празъноуѭщаго,праздьновати,2363358,120003,222663,V-,-sppamg-wi
Въскѫѭ,въскѫѭ,2363359,65887,222666,Du,---------n
печалъна,печальнъ,2363360,69310,222666,A-,-s---fnpsi
есі,бꙑти,2363361,58773,222666,V-,2spia----i
дш҃е,доуша,2363362,60303,222666,Nb,-s---fn--i
моѣ,мои,2363363,58929,222666,Ps,1s---fn--i
И,и,2363364,58771,222667,C-,---------n
въскѫѭ,въскѫѭ,2363365,65887,222667,Du,---------n
съмѫщаеши,съмѫщати,2363366,69464,222667,V-,2spia----i
мѩ,азъ,2363367,58807,222667,Pp,1s---ma--i
Оупъваі,оупъвати,2363368,65645,222668,V-,2spma----i
б҃а,богъ,2363369,60009,222668,Nb,-s---mg--i
ѣко,ꙗко,2363370,72150,222799,Df,---------n
їсповѣмъ,исповѣдѣти,2363371,68673,222799,V-,1spia----i
сѩ,себе,2363372,58829,222799,Pk,3s---qa--i
емоу:,и,2363373,58765,222799,Pp,3s---md--i
Сп҃нъе,съпасениѥ,2363374,67717,222799,Nb,-s---nn--i
лілю,лице,2363375,59927,222799,Nb,-s---nd--i
моему,мои,2363376,58929,222799,Ps,1s---nd--i
і,и,2363377,58771,222799,C-,---------n
б҃ъ,богъ,2363378,60009,222799,Nb,-s---mn--i
моі,мои,2363379,58929,222799,Ps,1s---mn--i
Въ,въ,2363380,58774,222670,R-,---------n
мнѣ,азъ,2363381,58807,222670,Pp,1s---ml--i
самомоу,самъ,2363382,64012,222670,Pd,-s---md--i
дш҃а,доуша,2363383,60303,222670,Nb,-s---fn--i
моѣ,мои,2363384,58929,222670,Ps,1s---fn--i
съмѩте,съмѧсти,2363385,67604,222670,V-,3saia----i
сѩ,себе,2363386,58829,222670,Pk,3s---qa--i
Сего,сь,2363387,59234,222671,Pd,-s---ng--i
раді,ради,2363388,59331,222671,R-,---------n
помѩнѫхъ,помѧнѫти,2363389,68352,222671,V-,1saia----i
тѩ,тꙑ,2363390,58769,222671,Pp,2s---ma--i
отъ,отъ,2363391,58785,222671,R-,---------n
землѩ,землꙗ,2363392,64341,222671,Nb,-s---fg--i
иорданъскꙑ,иордъданьскъ,2363393,65709,222671,A-,-s---fgpsi
и,и,2363394,58771,222671,C-,---------n
оръмоунъскꙑ,оръмоуньскъ,2363395,151307,222671,A-,-s---fgpsi
отъ,отъ,2363396,58785,222671,R-,---------n
горꙑ,гора,2363397,58899,222671,Nb,-s---fg--i
малꙑ,малъ,2363398,65416,222671,A-,-s---fgpsi
Бездъна,бездъна,2363399,68258,222672,Nb,-s---fn--i
бездънѫ,бездъна,2363400,68258,222672,Nb,-s---fa--i
прізꙑваетъ,призꙑвати,2363401,120747,222672,V-,3spia----i
въ,въ,2363402,58774,222672,R-,---------n
гласъ,гласъ,2363403,58926,222672,Nb,-s---ma--i
хлѩбеі,хлѧбь,2363404,151308,222672,Nb,-p---fg--i
твоіхъ,твои,2363405,58814,222672,Ps,2p---fg--i
Въсѩ,вьсь,2363406,58821,222673,Px,-p---fn--i
вꙑсотꙑ,вꙑсота,2363407,80305,222673,Nb,-p---fn--i
твоѩ,твои,2363408,58814,222673,Ps,2p---fn--i
и,и,2363409,58771,222673,C-,---------n
влънꙑ,вльна,2363410,66789,222673,Nb,-p---fn--i
твоѩ,твои,2363411,58814,222673,Ps,2p---fn--i
по,по,2363415,58960,222673,R-,---------n
мнѣ,азъ,2363416,58807,222673,Pp,1s---ml--i
прѣідѫ,прѣити,2363417,59053,222673,V-,3paia----i
Въ,въ,2363418,58774,222674,R-,---------n
денъ,дьнь,2363419,58915,222674,Nb,-s---ma--i
заповѣстъ,заповѣдѣти,2363420,58948,222674,V-,3spia----i
г҃ъ,господь,2363421,58858,222674,Nb,-s---mn--i
милостъ,милость,2363422,67655,222674,Nb,-s---fa--i
своѭ,свои,2363423,58780,222674,Pt,3s---fa--i
Ї,и,2363424,58771,222675,C-,---------n
нощьѭ,нощь,2363425,59412,222675,Nb,-s---fi--i
пѣснъ,пѣснь,2363426,83487,222675,Nb,-s---fn--i
его,и,2363427,58765,222675,Pp,3s---mg--i
отъ,отъ,2363428,58785,222675,R-,---------n
мне,азъ,2363429,58807,222675,Pp,1s---mg--i
Молітва,молитва,2363430,59126,222675,Nb,-s---fn--i
б҃оу,богъ,2363431,60009,222675,Nb,-s---md--i
живота,животъ,2363432,65425,222675,Nb,-s---mg--i
моего,мои,2363433,58929,222675,Ps,1s---mg--i
Рекѫ,рещи,2363434,58793,222677,V-,1spia----i
б҃оу,богъ,2363435,60009,222677,Nb,-s---md--i
застѫпьнікъ,застѫпьникъ,2363436,83602,222800,Nb,-s---mn--i
моі,мои,2363437,58929,222800,Ps,1s---mn--i
есі,бꙑти,2363438,58773,222800,V-,2spia----i
почьто,почьто,2363439,73284,222801,Du,---------n
мѩ,азъ,2363440,58807,222801,Pp,1s---ma--i
забꙑ,забꙑти,2363441,64584,222801,V-,2saia----i
Въскѫѭ,въскѫѭ,2363442,65887,222678,Du,---------n
сѣтоуѩ,сѣтовати,2363443,138023,222678,V-,-sppamn-si
хождѫ,ходити,2363444,58986,222678,V-,1spia----i
отъ,отъ,2363445,58785,222678,R-,---------n
печалі,печаль,2363446,66757,222678,Nb,-s---fg--i
врага,врагъ,2363447,64025,222678,Nb,-s---mg--i
моего,мои,2363448,58929,222678,Ps,1s---mg--i
Егда,ѥгда,2363449,66511,222679,Dq,---------n
съкроушаахѫ,съкроушати,2363450,59204,222679,V-,3piia----i
сѩ,себе,2363451,58829,222679,Pk,3s---qa--i
кості,кость,2363452,68074,222679,Nb,-p---fn--i
моѩ,мои,2363453,58929,222679,Ps,1p---fn--i
поношаахѫ,поносити,2363454,65880,222679,V-,3piia----i
ми,азъ,2363455,58807,222679,Pp,1s---md--i
враѕи,врагъ,2363456,64025,222679,Nb,-p---mn--i
моі,мои,2363457,58929,222679,Ps,1p---mn--i
Егда,ѥгда,2363458,66511,222679,Dq,---------n
гл҃аахѫ,глаголати,2363459,58791,222679,V-,3piia----i
мнѣ,азъ,2363460,58807,222679,Pp,1s---md--i
на,на,2363461,58783,222679,R-,---------n
въсѣкъ,вьсꙗкъ,2363462,65732,222679,A-,-s---mapsi
денъ,дьнь,2363463,58915,222679,Nb,-s---ma--i
къде,къде,2363464,65063,222802,Du,---------n
естъ,бꙑти,2363465,58773,222802,V-,3spia----i
б҃ъ,богъ,2363466,60009,222802,Nb,-s---mn--i
твоі,твои,2363467,58814,222802,Ps,2s---mn--i
Въскѫѭ,въскѫѭ,2363468,65887,222681,Du,---------n
печалъна,печальнъ,2363469,69310,222681,A-,-s---fnpsi
есі,бꙑти,2363470,58773,222681,V-,2spia----i
дш҃е,доуша,2363471,60303,222681,Nb,-s---mv--i
моѣ,мои,2363472,58929,222681,Ps,1s---fn--i
и,и,2363473,58771,222803,C-,---------n
въскѫѭ,въскѫѭ,2363474,65887,222803,Du,---------n
съмѫщаеші,съмѫщати,2363475,69464,222803,V-,2spia----i
мѩ,азъ,2363476,58807,222803,Pp,1s---ma--i
оупьваі,оупъвати,2363477,65645,222804,V-,2spma----i
на,на,2363478,58783,222804,R-,---------n
б҃а,богъ,2363479,60009,222804,Nb,-s---mg--i
ѣко,ꙗко,2363480,72150,222805,Df,---------n
исповѣмъ,исповѣдѣти,2363481,68673,222805,V-,1spia----i
сѩ,себе,2363482,58829,222805,Pk,3s---qa--i
емоу,и,2363483,58765,222805,Pp,3s---md--i
Сп҃нье,съпасениѥ,2363484,67717,222805,Nb,-s---nn--i
ліцю,лице,2363485,59927,222805,Nb,-s---nd--i
моемоу,мои,2363486,58929,222805,Ps,1s---nd--i
и,и,2363487,58771,222805,C-,---------n
б҃ъ,богъ,2363488,60009,222805,Nb,-s---mn--i
мої,мои,2363489,58929,222805,Ps,1s---mn--i
м҃,четꙑрe десѧтe,2363490,69884,222683,Ma,---------n
в,дъва,2364196,59285,222683,Ma,---------n
БЕЗ,без,2363491,66295,222806,R-,---------n
НАПЪСАНЪѢ,напьсаниѥ,2363492,60004,222806,Nb,-s---ng--i
Сѫді,сѫдити,2363493,66605,222684,V-,2spma----i
мі,азъ,2363494,58807,222684,Pp,1s---md--i
бж҃е,богъ,2363495,60009,222684,Nb,-s---mv--i
и,и,2363496,58771,222684,C-,---------n
расѫді,расѫдити,2363497,124729,222684,V-,2spma----i
пьрѭ,пьрꙗ,2363498,69035,222684,Nb,-s---fa--i
моѭ,мои,2363499,58929,222684,Ps,1s---fa--i
Отъ,отъ,2363500,58785,222684,R-,---------n
ѩзꙑка,ѩзꙑкъ,2363501,59128,222684,Nb,-s---mg--i
не,не,2363502,58767,222684,Df,---------n
прѣдна,прѣдьнь,2363503,67070,222684,A-,-s---mgpsi
отъ,отъ,2363504,58785,222807,R-,---------n
чл҃вка,чловѣкъ,2363505,59198,222807,Nb,-s---mg--i
не праведъна,неправьдьнъ,2363506,66287,222807,A-,-s---mgpsi
и,и,2363508,58771,222807,C-,---------n
лъстіва,льстивъ,2363509,83267,222807,A-,-s---mgpsi
избаві,избавити,2363510,66370,222807,V-,2spma----i
мѩ,азъ,2363511,58807,222807,Pp,1s---ma--i
Ѣко,ꙗко,2363512,72150,222686,Df,---------n
тꙑ,тꙑ,2363513,58769,222686,Pp,2s---mn--i
есі,бꙑти,2363514,58773,222686,V-,2spia----i
бж҃е,богъ,2363515,60009,222686,Nb,-s---mv--i
крѣпостъ,крѣпость,2363516,60302,222686,Nb,-s---fn--i
моѣ,мои,2363517,58929,222686,Ps,1s---fn--i
Въскѫѭ,въскѫѭ,2363518,65887,222808,Du,---------n
отърінѫ,отъринѫти,2363519,134500,222808,V-,2saia----i
мѩ,азъ,2363520,58807,222808,Pp,1s---ma--i
ї,и,2363521,58771,222809,C-,---------n
въскѫѭ,въскѫѭ,2363522,65887,222809,Du,---------n
